spellId	recipeItemId	name	sourceKind	npcName	zone	faction	worldDrop	notes
1257017	253668	Pattern: Woolen Reagent Bag	vendor	Alexandra Bolero | Jennabink Powerseam | Rann Flamespinner | Lohgan Eva | Mallen Swain | Danielle Zipstitch | Xizk Goodstitch | Mahu | Franklin Hamar | Borya | Wrahk | Elynna | Valdaron | Millie Gregorian | Poranna Snowbraid | Yonada | Vizzklick | Brienna Starglow | Darnall | Outfitter Eric | Dominique Stefano | Taleen Shimmerthread | Othesia Evengale | Angela Ward | Darah | Boramu | Ellie Stonebrow | Antonio Bolero | Dani'ill | Stitch Pinwizzle	Stormwind City | Wetlands | Loch Modan | Duskwood | Hillsbrad Foothills | Duskwood | Stranglethorn Vale | Thunder Bluff | Redridge Mountains | Orgrimmar | The Barrens | Darnassus | Darkshore | Undercity | Ironforge | The Barrens | Tanaris | Feralas | Moonglade | Ironforge | Alterac Mountains | Zephras Isle | Zephras Isle | Undercity | Orgrimmar | Thunder Bluff | Ironforge | Stormwind City | Darnassus | Riverglades	alliance | alliance | alliance | alliance | horde | alliance |  | horde | alliance | horde | horde | alliance | alliance | horde | alliance | horde |  | alliance |  | alliance | alliance |  | alliance | horde | horde | horde | alliance | alliance | alliance | 		foreverchanges, letto da wowhead
1257370	253890	Pattern: Pristine Boots	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257371	253892	Pattern: Silky Boots	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257372	253894	Pattern: Flame Boots	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257373	253896	Pattern: Shadow Boots	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257374	253898	Pattern: Pearly Boots	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257375	253900	Pattern: Shining Boots	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257382	253914	Pattern: Pristine Gloves	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257383	253916	Pattern: Silky Gloves	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257384	253918	Pattern: Flame Gloves	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257385	253920	Pattern: Shadow Gloves	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257386	253922	Pattern: Pearly Gloves	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257387	253924	Pattern: Shining Gloves	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257388	253926	Pattern: Pristine Sash	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257389	253928	Pattern: Silky Sash	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257390	253930	Pattern: Flame Sash	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257391	253932	Pattern: Shadow Sash	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257392	253934	Pattern: Pearly Sash	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257393	253936	Pattern: Shining Sash	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257400	253950	Pattern: Pristine Circlet	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257401	253952	Pattern: Silky Circlet	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257402	253954	Pattern: Flame Circlet	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257403	253956	Pattern: Shadow Circlet	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257404	253958	Pattern: Pearly Circlet	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257405	253960	Pattern: Shining Circlet	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257406	253962	Pattern: Pristine Gown	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257407	253964	Pattern: Silky Gown	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257408	253966	Pattern: Flame Gown	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257409	253968	Pattern: Shadow Gown	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257410	253970	Pattern: Pearly Gown	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257411	253972	Pattern: Shining Gown	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257412	253974	Pattern: Silk Reagent Bag	vendor	Gorhak	Desolace			foreverchanges, letto da wowhead
1257419	253988	Pattern: Pristine Leggings	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257420	253990	Pattern: Silky Leggings	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257421	253992	Pattern: Flame Leggings	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257422	253994	Pattern: Shadow Leggings	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257423	253996	Pattern: Pearly Leggings	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257424	253998	Pattern: Shining Leggings	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257437	254024	Pattern: Frothing Handwraps	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257438	254026	Pattern: Fiery Handwraps	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257439	254028	Pattern: Black Handwraps	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257440	254030	Pattern: Golden Handwraps	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257441	254032	Pattern: Radiant Handwraps	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257443	254036	Pattern: Mageweave Reagent Bag	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257450	254050	Pattern: Nethergeld Shoulders	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257451	254052	Pattern: Netherfroth Shoulders	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257452	254054	Pattern: Netherflame Shoulders	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257453	254056	Pattern: Netherpearl Shoulders	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257454	254058	Pattern: Nethershine Shoulders	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257455	254060	Pattern: Netherlight Shoulders	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257456	254062	Pattern: Nethergeld Cuffs	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257457	254064	Pattern: Netherfroth Cuffs	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257458	254066	Pattern: Netherflame Cuffs	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257459	254068	Pattern: Netherpearl Cuffs	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257460	254070	Pattern: Nethershine Cuffs	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257461	254072	Pattern: Netherlight Cuffs	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257465	254080	Pattern: Runecloth Reagent Bag	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257466	254082	Pattern: Gilded Waistcord	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257467	254084	Pattern: Frothing Waistcord	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257468	254086	Pattern: Fiery Waistcord	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257469	254088	Pattern: Black Waistcord	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257470	254090	Pattern: Golden Waistcord	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257471	254092	Pattern: Radiant Waistcord	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257479	254108	Pattern: Gilded Sandals	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257480	254110	Pattern: Frothing Sandals	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257481	254112	Pattern: Fiery Sandals	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257482	254114	Pattern: Black Sandals	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257483	254116	Pattern: Golden Sandals	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257484	254118	Pattern: Radiant Sandals	vendor	Mivin Shadowweave | Jim'bek	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1257487	254124	Pattern: Runecloth Cuffs	vendor	Pexmit	Mount Hyjal			foreverchanges, letto da wowhead
12587	10601	Schematic: Bright-Eye Goggles	drop	Drulzegar Skraghook | Darbel Montrose | Nancy Vishas	Desolace | Arathi Highlands | Alterac Mountains			foreverchanges, letto da classic
12597	10602	Schematic: Deadly Scope	vendor	Yuka Screwspigot | Knaz Blunderflame	Burning Steppes | Stranglethorn Vale			foreverchanges, letto da classic
12607	10603	Schematic: Catseye Ultra Goggles	drop	Caretaker Nevlin | King Bangalash | The Nameless Prophet	Arathi Highlands | Stranglethorn Vale | Desolace			foreverchanges, letto da classic
12614	10604	Schematic: Mithril Heavy-bore Rifle	drop	General Fangferror | Emerald Ooze | Stonard Explorer	Azshara | The Hinterlands | Swamp of Sorrows			foreverchanges, letto da classic
12615	10605	Schematic: Spellpower Goggles Xtreme	drop	Prince Galen Trollbane | Nagaz | Targ	Arathi Highlands | Alterac Mountains | Alterac Mountains			foreverchanges, letto da classic
12616	10606	Schematic: Parachute Cloak	drop	The Rot | Venture Co. Foreman | Narillasanz	Dustwallow Marsh | Stranglethorn Vale | Alterac Mountains			foreverchanges, letto da classic
12617	10607	Schematic: Deepdive Helmet	vendor	Jubie Gadgetspring	Azshara			foreverchanges, letto da classic
12620	10608	Schematic: Sniper Scope	drop	Thunderstomp Stegodon | Dreadmaul Ogre Mage | Black Drake	Un'Goro Crater | Blasted Lands | Burning Steppes			foreverchanges, letto da classic
12624	10609	Schematic: Mithril Mechanical Dragonling	vendor	Ruppo Zipcoil	The Hinterlands			foreverchanges, letto da classic
1266893	264201	Schematic: SAF-T Tabs	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266905	264202	Schematic: SAF-T Dynamite	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266906	264203	Schematic: SAF-T Copper Bomb	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266907	264204	Schematic: EZ-Thro Wrap	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266908	264205	Schematic: EZ-Thro Copper Bomb XL	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266909	264206	Schematic: No Slip SAF-T Padding	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266912	264209	Schematic: SAF-T Bell	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266914	264211	Schematic: EZ-Thro Fireproof Fuse	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266919	264216	Schematic: Emergency Field Cloak	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266920	264217	Schematic: Compact Critter Carrier	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266923	264220	Schematic: SAF-T Disposable Parachute	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266924	264221	Schematic: Gnomish Army Knife	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266925	264222	Schematic: Loot-A-Rang	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266935	264232	Schematic: Ultrasafe Rechargeable Battery	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266936	264233	Schematic: Dimensional Transporter: Mt. Hyjal	vendor	Pexmit	Mount Hyjal			foreverchanges, letto da wowhead
1266937	264234	Schematic: Gnomish Poultryizer	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266938	264235	Schematic: Ultralight Goblin Glider	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1266940	264237	Schematic: Stealthman 52	vendor	Fritz Fizzle | Fizzlefuse	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1270633	263511	Recipe: Skywall Souffle	quest		Zephras Isle			foreverchanges, letto da wowhead
1270635	263513	Recipe: Pincer Bites	quest		Zephras Isle			foreverchanges, letto da wowhead
1286792	269901	Schematic: Centaur Banner Deployment Device	vendor	Gorhak	Desolace			foreverchanges, letto da wowhead
1286796	269903	Schematic: Hoof-Shaped Foot Pedal	vendor	Gorhak	Desolace			foreverchanges, letto da wowhead
1292920	273952	Pattern: Grovekeeper Trousers	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292921	273953	Pattern: Grovekeeper Grips	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292923	273954	Pattern: Grovekeeper Shoulderpads	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292924	273955	Pattern: Grovekeeper Stompers	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292925	273956	Pattern: Grovekeeper Kilt	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292926	273957	Pattern: Grovekeeper Mitts	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292927	273958	Pattern: Grovekeeper Mantle	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292928	273959	Pattern: Grovekeeper Sandals	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292929	273960	Pattern: Grovekeeper Legguards	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292930	273961	Pattern: Grovekeeper Handguards	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292931	273962	Pattern: Grovekeeper Pauldrons	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292932	273963	Pattern: Grovekeeper Boots	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292933	273964	Pattern: Grovekeeper Leggings	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292934	273965	Pattern: Grovekeeper Gauntlets	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292935	273966	Pattern: Grovekeeper Spaulders	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292936	273967	Pattern: Grovekeeper Treads	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292937	273968	Pattern: Wildstalker's Legguards	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292938	273969	Pattern: Wildstalker's Gauntlets	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292939	273970	Pattern: Wildstalker's Spaulders	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292940	273971	Pattern: Wildstalker's Greaves	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292941	273972	Pattern: Manaflare Pants	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292942	273973	Pattern: Manaflare Gloves	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292943	273974	Pattern: Manaflare Mantle	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292944	273975	Pattern: Manaflare Boots	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292945	273976	Plans: Justice Leggings	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292946	273977	Plans: Justice Gauntlets	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292947	273978	Plans: Justice Spaulders	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292948	273979	Plans: Justice Greaves	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292949	273980	Plans: Justice Legplates	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292950	273981	Plans: Justice Gloves	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292951	273982	Plans: Justice Epaulets	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292952	273983	Plans: Justice Treads	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292953	273984	Plans: Justice Legguards	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292954	273985	Plans: Justice Handguards	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292955	273986	Plans: Justice Pauldrons	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292956	273987	Plans: Justice Sabatons	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292957	273988	Pattern: Pants of Conviction	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292958	273989	Pattern: Gloves of Conviction	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292959	273990	Pattern: Mantle of Conviction	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292960	273991	Pattern: Treads of Conviction	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292961	273992	Pattern: Leggings of Conviction	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292962	273993	Pattern: Handguards of Conviction	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292963	273994	Pattern: Pauldrons of Conviction	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292964	273995	Pattern: Boots of Conviction	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292965	273996	Pattern: Grimstitch Pants	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292966	273997	Pattern: Grimstitch Gloves	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292967	273998	Pattern: Grimstitch Spaulders	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292968	273999	Pattern: Grimstitch Boots	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292969	274000	Pattern: Spiritcaller Leggings	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292970	274001	Pattern: Spiritcaller Grips	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292971	274002	Pattern: Spiritcaller Spaulders	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292972	274003	Pattern: Spiritcaller Treads	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292973	274004	Pattern: Spiritcaller Pants	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292974	274005	Pattern: Spiritcaller Gauntlets	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292975	274006	Pattern: Spiritcaller Epaulets	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292976	274007	Pattern: Spiritcaller Greaves	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292977	274008	Pattern: Demonheart Leggings	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292978	274009	Pattern: Demonheart Gloves	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292979	274010	Pattern: Demonheart Spaulders	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292980	274011	Pattern: Demonheart Boots	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292981	274012	Plans: Legplates of Glory	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292982	274013	Plans: Gauntlets of Glory	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292983	274014	Plans: Shoulders of Glory	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292984	274015	Plans: Greaves of Glory	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292985	274016	Plans: Legguards of Glory	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292986	274017	Plans: Handguards of Glory	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292987	274018	Plans: Pauldrons of Glory	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1292988	274019	Plans: Sabatons of Glory	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1295834	274977	Recipe: Plain Ol' Paletusk	vendor	Martha Wellsworth	Riverglades			foreverchanges, letto da wowhead
1299914	276542	Pattern: Spiritcaller Kilt	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1299915	276543	Pattern: Spiritcaller Gloves	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1299916	276544	Pattern: Spiritcaller Mantle	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1299917	276545	Pattern: Spiritcaller Boots	vendor	Aisarra Nightmeadow	Mount Hyjal			foreverchanges, letto da wowhead
1301526	276976	Plans: Cloudy Skyforged Helm	vendor	Sutara Plainstalker	Mulgore	horde		foreverchanges, letto da wowhead
1301527	276977	Plans: Cloudy Skyforged Pauldrons	vendor	Sutara Plainstalker	Mulgore	horde		foreverchanges, letto da wowhead
1301528	276978	Pattern: Cloudy Gustwoven Hood	vendor	Sutara Plainstalker	Mulgore	horde		foreverchanges, letto da wowhead
1301529	276979	Pattern: Cloudy Gustwoven Spaulders	vendor	Sutara Plainstalker	Mulgore	horde		foreverchanges, letto da wowhead
1301530	276980	Pattern: Cloudy Windraveled Cover	vendor	Sutara Plainstalker	Mulgore	horde		foreverchanges, letto da wowhead
1301531	276981	Pattern: Cloudy Windraveled Drapes	vendor	Sutara Plainstalker	Mulgore	horde		foreverchanges, letto da wowhead
1301532	276982	Pattern: Cloudy Stormsewn Cowl	vendor	Sutara Plainstalker	Mulgore	horde		foreverchanges, letto da wowhead
1301533	276983	Pattern: Cloudy Stormsewn Epaulets	vendor	Sutara Plainstalker	Mulgore	horde		foreverchanges, letto da wowhead
1301534	276984	Plans: Azure Skyforged Helm	vendor	Archmage Alvareaux	Alterac Mountains			foreverchanges, letto da wowhead
1301535	276985	Plans: Azure Skyforged Pauldrons	vendor	Archmage Alvareaux	Alterac Mountains			foreverchanges, letto da wowhead
1301536	276986	Pattern: Azure Gustwoven Hood	vendor	Archmage Alvareaux	Alterac Mountains			foreverchanges, letto da wowhead
1301537	276987	Pattern: Azure Gustwoven Spaulders	vendor	Archmage Alvareaux	Alterac Mountains			foreverchanges, letto da wowhead
