profession	learnSkill	name	spellId	recipeItemId	band	sourceKind	npcName	zone	x	y	faction	bossDrop	worldDrop	trainerTitle	mobLevel	notes
blacksmithing	135	Barbaric Iron Breastplate	9813	7979	vanilla	quest		Orgrimmar			horde					da vanilla, dataset TBC
blacksmithing	135	Barbaric Iron Shoulders	9811	7978	vanilla	quest		Orgrimmar			horde					da vanilla, dataset TBC
blacksmithing	135	Green Iron Shoulders	3504	3870	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	135	Hardened Iron Shortsword	3492	12162	vanilla	vendor	Jutak | Kaita Deepforge | Sumi	Stranglethorn Vale | Stormwind City | Valley of Honor, Orgrimmar	 |  | 82.6	 |  | 24.0	 | alliance | horde					da vanilla, dataset TBC + catturato in gioco
blacksmithing	140	Iron Counterweight	7222	6045	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	145	Golden Iron Destroyer	3495	3867	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	145	Golden Scale Leggings	3507	3872	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	150	Barbaric Iron Helm	9814	7980	vanilla	quest		Orgrimmar			horde					da vanilla, dataset TBC
blacksmithing	150	Golden Scale Shoulders	3505	3871	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	150	Jade Serpentblade	3493	3866	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	155	Barbaric Iron Boots	9818	7981	vanilla	quest		Orgrimmar			horde					da vanilla, dataset TBC
blacksmithing	155	Moonsteel Broadsword	3496	12163	vanilla	vendor	Zarena Cromwind	Stranglethorn Vale								da vanilla, dataset TBC
blacksmithing	160	Barbaric Iron Gloves	9820	7982	vanilla	quest		Orgrimmar			horde					da vanilla, dataset TBC
blacksmithing	160	Massive Iron Axe	3498	12164	vanilla	vendor	Jaquilina Dramet | Vharr	Stranglethorn Vale | Stranglethorn Vale			 | horde					da vanilla, dataset TBC
blacksmithing	160	Polished Steel Boots	3513	3874	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	165	Edge of Winter	21913	17706	vanilla	worldEvent										da vanilla, dataset TBC
blacksmithing	165	Golden Scale Coif	3503	6047	vanilla	vendor	Krinkle Goodsteel	Tanaris								da vanilla, dataset TBC
blacksmithing	165	Searing Golden Blade	15973	12261	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	165	Steel Weapon Chain	7224	6046	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	170	Golden Scale Cuirass	3511	3873	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	175	Frost Tiger Blade	3497	3868	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	175	Golden Scale Boots	3515	3875	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	175	Shadow Crescent Axe	3500	3869	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	180	Golden Scale Gauntlets	11643	9367	vanilla	quest		Stormwind City			alliance					da vanilla, dataset TBC
blacksmithing	185	Heavy Mithril Pants	9933	7975	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	190	Mithril Plate Bracers	9937	7995	vanilla	vendor	Harggan | Gharash	The Hinterlands | Swamp of Sorrows			alliance | horde					da vanilla, dataset TBC
blacksmithing	190	Mithril Shield Spike	9939	7976	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	195	Blue Glittering Axe	9995	7992	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	195	Ornate Mithril Gloves	9950	7984	vanilla	quest		Stranglethorn Vale								da vanilla, dataset TBC
blacksmithing	195	Ornate Mithril Pants	9945	7983	vanilla	quest		Stranglethorn Vale								da vanilla, dataset TBC
blacksmithing	200	Inlaid Mithril Cylinder	11454	10713	vanilla	trainer										da vanilla, dataset TBC
blacksmithing	200	Low-Background Truesilver Plates	435910	215384	sod											
blacksmithing	200	Ornate Mithril Shoulders	9952	7985	vanilla	quest		Stranglethorn Vale								da vanilla, dataset TBC
blacksmithing	200	Wicked Mithril Blade	9997	8029	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	205	Golden Scale Gauntlets	439120	217274	sod											
blacksmithing	210	Mithril Plate Shoulders	9966	7991	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	210	Mithril Spurs	9964	7989	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	215	Dazzling Mithril Rapier	10005	7993	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	220	Heavy Mithril Helm	9970	7990	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	220	Runed Mithril Hammer	10009	8028	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	225	Thorium Armor	16642	12682	vanilla	trainer										da vanilla, dataset TBC
blacksmithing	225	Thorium Belt	16643	12683	vanilla	trainer										da vanilla, dataset TBC
blacksmithing	230	Ebon Shiv	10013	8030	vanilla	vendor	Magnus Frostwake	Western Plaguelands								da vanilla, dataset TBC
blacksmithing	230	Thorium Bracers	16644	12684	vanilla	trainer										da vanilla, dataset TBC
blacksmithing	235	Radiant Belt	16645	12685	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	240	Dark Iron Pulverizer	15292	11610	vanilla	drop	Grizzle	Blackrock Depths							52-52	da vanilla, dataset TBC
blacksmithing	240	Imperial Plate Belt	16647	12688	vanilla	quest		Tanaris								da vanilla, dataset TBC
blacksmithing	240	Imperial Plate Shoulders	16646	12687	vanilla	quest		Tanaris								da vanilla, dataset TBC
blacksmithing	245	Dark Iron Mail	15293	11614	vanilla	container		Blackrock Depths								da vanilla, dataset TBC
blacksmithing	245	Imperial Plate Bracers	16649	12690	vanilla	quest		Tanaris								da vanilla, dataset TBC
blacksmithing	245	Radiant Breastplate	16648	12689	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	250	Dark Iron Sunderer	15294	11611	vanilla	drop		Blackrock Depths								da vanilla, dataset TBC
blacksmithing	250	Dawn's Edge	16970	12821	vanilla	quest		Winterspring								da vanilla, dataset TBC
blacksmithing	250	Ornate Thorium Handaxe	16969	12819	vanilla	vendor	Magnus Frostwake	Western Plaguelands								da vanilla, dataset TBC
blacksmithing	250	Thorium Shield Spike	16651	12692	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	255	Blazing Rapier	16978	12825	vanilla	quest		Winterspring								da vanilla, dataset TBC
blacksmithing	255	Dark Iron Shoulders	15295	11615	vanilla	container		Blackrock Depths								da vanilla, dataset TBC
blacksmithing	255	Enchanted Battlehammer	16973	12824	vanilla	quest		Winterspring								da vanilla, dataset TBC
blacksmithing	255	Huge Thorium Battleaxe	16971	12823	vanilla	vendor	Magnus Frostwake	Western Plaguelands								da vanilla, dataset TBC
blacksmithing	255	Thorium Boots	16652	12693	vanilla	trainer										da vanilla, dataset TBC
blacksmithing	255	Thorium Helm	16653	12694	vanilla	trainer										da vanilla, dataset TBC
blacksmithing	260	Dark Iron Plate	15296	11612	vanilla	drop	Ribbly Screwspigot	Blackrock Depths							53-53	da vanilla, dataset TBC
blacksmithing	260	Radiant Gloves	16654	12695	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	260	Serenity	16983	12827	vanilla	container		Stratholme								da vanilla, dataset TBC
blacksmithing	265	Corruption	16985	12830	vanilla	container		Stratholme								da vanilla, dataset TBC
blacksmithing	265	Dawnbringer Shoulders	16660	12698	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	265	Fiery Plate Gauntlets	16655	12699	vanilla	quest		Winterspring								da vanilla, dataset TBC
blacksmithing	265	Girdle of the Dawn	23632	19203	vanilla	vendor	Argent Quartermaster Hasana | Quartermaster Miranda Breechlock | Argent Quartermaster Lightspark	Tirisfal Glades | Eastern Plaguelands | Western Plaguelands								da vanilla, dataset TBC
blacksmithing	265	Radiant Boots	16656	12697	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	265	Volcanic Hammer	16984	12828	vanilla	drop		Burning Steppes								da vanilla, dataset TBC
blacksmithing	270	Dark Iron Bracers	20874	17051	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	270	Fiery Chain Girdle	20872	17049	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	270	Imperial Plate Boots	16657	12700	vanilla	quest		Tanaris								da vanilla, dataset TBC
blacksmithing	270	Imperial Plate Helm	16658	12701	vanilla	quest		Tanaris								da vanilla, dataset TBC
blacksmithing	270	Radiant Circlet	16659	12702	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	275	Imperial Plate Chest	16663	12705	vanilla	quest		Tanaris								da vanilla, dataset TBC
blacksmithing	275	Runic Plate Boots	16665	12707	vanilla	drop		Western Plaguelands								da vanilla, dataset TBC
blacksmithing	275	Runic Plate Shoulders	16664	12706	vanilla	drop		Dustwallow Marsh								da vanilla, dataset TBC
blacksmithing	275	Thorium Leggings	16662	12704	vanilla	trainer										da vanilla, dataset TBC
blacksmithing	280	Imperial Plate Leggings	16730	12715	vanilla	quest		Tanaris								da vanilla, dataset TBC
blacksmithing	280	Radiant Leggings	16725	12713	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	280	Runic Plate Helm	16726	12714	vanilla	drop		Dustwallow Marsh								da vanilla, dataset TBC
blacksmithing	285	Runic Breastplate	16731	12718	vanilla	drop		Dustwallow Marsh								da vanilla, dataset TBC
blacksmithing	285	Runic Plate Leggings	16732	12719	vanilla	drop		Western Plaguelands								da vanilla, dataset TBC
blacksmithing	290	Whitesoul Helm	16724	12711	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	300	Annihilator	16991	12835	vanilla	drop	Quartermaster Zigris	Blackrock Spire							59-59	da vanilla, dataset TBC
blacksmithing	300	Arcanite Champion	16990	12834	vanilla	drop	Goraluk Anvilcrack	Blackrock Spire							61-61	da vanilla, dataset TBC
blacksmithing	300	Arcanite Reaper	16994	12838	vanilla	drop	Bannok Grimaxe	Blackrock Spire							59-59	da vanilla, dataset TBC
blacksmithing	300	Black Amnesty	23638	19208	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Black Grasp of the Destroyer	27589	22220	vanilla	drop	Moam	Ruins of Ahn'Qiraj							63-63	da vanilla, dataset TBC
blacksmithing	300	Blackfury	23639	19209	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Blackguard	23652	19211	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Bloodsoul Breastplate	24136	19776	vanilla	vendor	Rin'wosho the Trader	Stranglethorn Vale								da vanilla, dataset TBC
blacksmithing	300	Bloodsoul Gauntlets	24138	19778	vanilla	vendor	Rin'wosho the Trader	Stranglethorn Vale								da vanilla, dataset TBC
blacksmithing	300	Bloodsoul Shoulders	24137	19777	vanilla	vendor	Rin'wosho the Trader	Stranglethorn Vale								da vanilla, dataset TBC
blacksmithing	300	Dark Iron Boots	24399	20040	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Dark Iron Destroyer	20897	17060	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Dark Iron Gauntlets	23637	19207	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Dark Iron Helm	23636	19206	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Dark Iron Leggings	20876	17052	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Dark Iron Reaver	20890	17059	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Darkrune Breastplate	24914	20554	vanilla	quest		Silithus								da vanilla, dataset TBC
blacksmithing	300	Darkrune Gauntlets	24912	20553	vanilla	quest		Silithus								da vanilla, dataset TBC
blacksmithing	300	Darkrune Helm	24913	20555	vanilla	quest		Silithus								da vanilla, dataset TBC
blacksmithing	300	Darksoul Breastplate	24139	19779	vanilla	vendor	Rin'wosho the Trader	Stranglethorn Vale								da vanilla, dataset TBC
blacksmithing	300	Darksoul Leggings	24140	19780	vanilla	vendor	Rin'wosho the Trader	Stranglethorn Vale								da vanilla, dataset TBC
blacksmithing	300	Darksoul Shoulders	24141	19781	vanilla	vendor	Rin'wosho the Trader	Stranglethorn Vale								da vanilla, dataset TBC
blacksmithing	300	Ebon Hand	23650	19210	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Elemental Sharpening Stone	22757	18264	vanilla	drop		Molten Core								da vanilla, dataset TBC
blacksmithing	300	Enchanted Thorium Breastplate	16745	12727	vanilla	quest		Dire Maul								da vanilla, dataset TBC
blacksmithing	300	Enchanted Thorium Helm	16742	12725	vanilla	quest		Dire Maul								da vanilla, dataset TBC
blacksmithing	300	Enchanted Thorium Leggings	16744	12726	vanilla	quest		Dire Maul								da vanilla, dataset TBC
blacksmithing	300	Fiery Chain Shoulders	20873	17053	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Frostguard	16992	12836	vanilla	drop		Western Plaguelands								da vanilla, dataset TBC
blacksmithing	300	Gloves of the Dawn	23633	19205	vanilla	vendor	Argent Quartermaster Hasana | Quartermaster Miranda Breechlock | Argent Quartermaster Lightspark	Tirisfal Glades | Eastern Plaguelands | Western Plaguelands								da vanilla, dataset TBC
blacksmithing	300	Hammer of the Titans	16988	12833	vanilla	drop	Maleki the Pallid	Stratholme							61-61	da vanilla, dataset TBC
blacksmithing	300	Heartseeker	16995	12839	vanilla	drop	Cannon Master Willey	Stratholme							60-60	da vanilla, dataset TBC
blacksmithing	300	Icebane Bracers	28244	22705	vanilla	vendor	Master Craftsman Omarion	Naxxramas								da vanilla, dataset TBC
blacksmithing	300	Icebane Breastplate	28242	22703	vanilla	vendor	Master Craftsman Omarion	Naxxramas								da vanilla, dataset TBC
blacksmithing	300	Icebane Gauntlets	28243	22704	vanilla	vendor	Master Craftsman Omarion	Naxxramas								da vanilla, dataset TBC
blacksmithing	300	Jagged Obsidian Shield	27586	22219	vanilla	vendor	Lieutenant General Andorov	Ruins of Ahn'Qiraj								da vanilla, dataset TBC
blacksmithing	300	Lionheart Helm	16729	12717	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	300	Masterwork Stormhammer	16993	12837	vanilla	drop	Goraluk Anvilcrack	Blackrock Spire							61-61	da vanilla, dataset TBC
blacksmithing	300	Nightfall	23653	19212	vanilla	vendor	Lokhtos Darkbargainer	Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Obsidian Mail Tunic	27590	22221	vanilla	vendor	Lieutenant General Andorov	Ruins of Ahn'Qiraj								da vanilla, dataset TBC
blacksmithing	300	Persuader	27830	22390	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	300	Sageblade	27832	22389	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	300	Stronghold Gauntlets	16741	12720	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing	300	Sulfuron Hammer	21161	18592	vanilla	quest		Blackrock Depths								da vanilla, dataset TBC
blacksmithing	300	Thick Obsidian Breastplate	27587	22222	vanilla	drop	The Prophet Skeram	Temple of Ahn'Qiraj							63-63	da vanilla, dataset TBC
blacksmithing	300	Titanic Leggings	27829	22388	vanilla	worldDrop							true			da vanilla, dataset TBC
blacksmithing		Arcanite Rod	20201		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Arcanite Skeleton Key	19669		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Big Black Mace	10001		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Big Bronze Knife	3491		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Blackfathom Sharpening Stone	430397	211846	sod											
blacksmithing		Bleakwood Hew	16965	12817	vanilla											
blacksmithing		Blight	10011		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Blood Talon	16986	12831	vanilla											
blacksmithing		Bronze Axe	2741		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Bronze Battle Axe	9987		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Bronze Greatsword	9986		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Bronze Mace	2740		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Bronze Shortsword	2742		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Bronze Warhammer	9985		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Coarse Grinding Stone	3326		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Coarse Sharpening Stone	2665		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Coarse Weightstone	3116		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Copper Axe	2738		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Copper Battle Axe	3293		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Copper Bracers	2663		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Copper Chain Belt	2661		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Copper Chain Boots	3319		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Copper Chain Pants	2662		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Copper Claymore	9983		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Copper Dagger	8880		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Copper Mace	2737		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Copper Shortsword	2739		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Darkspear	16987	12832	vanilla											
blacksmithing		Dense Grinding Stone	16639		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Dense Sharpening Stone	16641		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Dense Weightstone	16640		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Glinting Steel Dagger	15972		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Golden Rod	14379		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Golden Scale Bracers	7223		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Golden Skeleton Key	19667		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Green Iron Bracers	3501		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Green Iron Hauberk	3508		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Green Iron Helm	3502		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Green Iron Leggings	3506		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Heavy Bronze Mace	3296		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Heavy Copper Broadsword	3292		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Heavy Copper Maul	7408		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Heavy Grinding Stone	3337		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Heavy Mithril Axe	9993		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Heavy Mithril Boots	9968		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Heavy Mithril Breastplate	9959		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Heavy Mithril Gauntlet	9928		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Heavy Mithril Shoulder	9926		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Heavy Obsidian Belt	27585	22209	vanilla	vendor	Vargus	Silithus								da vanilla, dataset TBC
blacksmithing		Heavy Sharpening Stone	2674		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Heavy Weightstone	3117		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Inlaid Thorium Hammer	16967	12818	vanilla											
blacksmithing		Iron Buckle	8768		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Ironforge Chain	8366	6734	vanilla											
blacksmithing		Ironforge Gauntlets	8368	6736	vanilla											
blacksmithing		Light Obsidian Belt	27588	22214	vanilla	vendor	Vargus	Silithus								da vanilla, dataset TBC
blacksmithing		Mithril Coif	9961		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Mithril Plate Gloves	9942	7977	vanilla											
blacksmithing		Mithril Plate Pants	9931		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Orcish War Leggings	9957	7994	vanilla	quest		Orgrimmar			horde					da vanilla, dataset TBC
blacksmithing		Ornate Mithril Boots	9979	7988	vanilla	quest		Tanaris								da vanilla, dataset TBC
blacksmithing		Ornate Mithril Breastplate	9972	7986	vanilla	quest		Tanaris								da vanilla, dataset TBC
blacksmithing		Ornate Mithril Helm	9980	7987	vanilla	quest		Tanaris								da vanilla, dataset TBC
blacksmithing		Patterned Bronze Bracers	2672		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Pearl-handled Dagger	6517		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Phantom Blade	10007		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Rough Bronze Boots	7817		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Rough Bronze Bracers	2671	5577	vanilla											
blacksmithing		Rough Bronze Cuirass	2670		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Rough Bronze Leggings	2668		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Rough Bronze Shoulders	3328		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Rough Copper Vest	12260		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Rough Grinding Stone	3320		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Rough Sharpening Stone	2660		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Rough Weightstone	3115		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Runed Copper Belt	2666		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Runed Copper Bracers	2664		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Runed Copper Gauntlets	3323		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Runed Copper Pants	3324		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Sharpening Wheel	1230171		sod											
blacksmithing		Shining Silver Breastplate	2675		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Silver Rod	7818		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Silver Skeleton Key	19666		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Silvered Bronze Boots	3331		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Silvered Bronze Gauntlets	3333		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Solid Grinding Stone	9920		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Solid Sharpening Stone	9918		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Solid Weightstone	9921		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Steel Breastplate	9916		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Steel Plate Helm	9935		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		The Shatterer	10003		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Thick War Axe	3294		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Thorium Greatsword	16960	12816	vanilla											
blacksmithing		Truesilver Breastplate	9974		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Truesilver Champion	10015		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Truesilver Gauntlets	9954		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Truesilver Rod	14380		vanilla	trainer										da vanilla, dataset TBC
blacksmithing		Truesilver Skeleton Key	19668		vanilla	trainer										da vanilla, dataset TBC
cooking	1	Brilliant Smallfish	7751	6325	vanilla	vendor	Harn Longcast | Gretta Ganter | Catherine Leland | Martine Tramblay | Sewa Mistrunner	Mulgore | Dun Morogh | Stormwind City | Tirisfal Glades | Thunder Bluff	 |  |  |  | 55.8	 |  |  |  | 47.2	horde | alliance | alliance | horde | horde					da vanilla, dataset TBC + catturato in gioco
cooking	1	Crispy Bat Wing	15935	12226	vanilla	vendor	Abigail Shiel	Tirisfal Glades			horde					da vanilla, dataset TBC
cooking	1	Gingerbread Cookie	21143	17200	vanilla	vendor	Eebee Jinglepocket | Wolgren Jinglepocket | Khole Jinglepocket | Seersa Copperpinch	Shattrath City | The Exodar | Stormwind City | Thunder Bluff			 | alliance | alliance | horde					da vanilla, dataset TBC
cooking	1	Slitherskin Mackerel	7752	6326	vanilla	vendor	Tansy Puddlefizz | Kriggon Talsone | Martine Tramblay | Zansoa	Ironforge | Westfall | Tirisfal Glades | Durotar			alliance | alliance | horde | horde					da vanilla, dataset TBC
cooking	10	Kaldorei Spider Kabob	6412	5482	vanilla	quest		Teldrassil			alliance					da vanilla, dataset TBC
cooking	20	Scorpid Surprise	6413	5483	vanilla	vendor	Grimtak	Durotar			horde					da vanilla, dataset TBC
cooking	25	Beer Basted Boar Ribs	2795	2889	vanilla	vendor	Kendor Kabonka	Stormwind City			alliance					da vanilla, dataset TBC
cooking	35	Egg Nog	21144	17201	vanilla	vendor	Eebee Jinglepocket | Wolgren Jinglepocket | Khole Jinglepocket | Seersa Copperpinch	Shattrath City | The Exodar | Stormwind City | Thunder Bluff			 | alliance | alliance | horde					da vanilla, dataset TBC
cooking	35	Roasted Kodo Meat	6414	5484	vanilla	vendor	Wunna Darkmane	Mulgore			horde					da vanilla, dataset TBC
cooking	40	Smoked Bear Meat	8607	6892	vanilla	vendor	Drac Roughcut | Andrew Hilbert	Loch Modan | Silverpine Forest			alliance | horde					da vanilla, dataset TBC
cooking	50	Fillet of Frenzy	6415	5485	vanilla	vendor	Laird	Darkshore			alliance					da vanilla, dataset TBC
cooking	50	Goretusk Liver Pie	2542	2697	vanilla	vendor	Kendor Kabonka	Stormwind City			alliance					da vanilla, dataset TBC
cooking	50	Loch Frenzy Delight	7754	6329	vanilla	vendor	Khara Deepwater	Loch Modan			alliance					da vanilla, dataset TBC
cooking	50	Longjaw Mud Snapper	7753	6328	vanilla	vendor	Killian Sanatha | Khara Deepwater | Lizbeth Cromwell | Tharynn Bouden | Naal Mistrunner	Silverpine Forest | Loch Modan | Undercity | Elwynn Forest | Thunder Bluff	 |  |  |  | 51.1	 |  |  |  | 52.5	horde | alliance | horde | alliance | horde					da vanilla, dataset TBC + catturato in gioco
cooking	50	Rainbow Fin Albacore	7827	6368	vanilla	vendor	Kriggon Talsone | Heldan Galesong | Killian Sanatha | Catherine Leland	Westfall | Darkshore | Silverpine Forest | Stormwind City			alliance | alliance | horde | alliance					da vanilla, dataset TBC
cooking	50	Strider Stew	6416	5486	vanilla	vendor	Tari'qa	The Barrens			horde					da vanilla, dataset TBC
cooking	60	Blood Sausage	3371	3679	vanilla	vendor	Kendor Kabonka	Stormwind City			alliance					da vanilla, dataset TBC
cooking	60	Thistle Tea	9513	7678	vanilla	vendor	Smudge Thunderwood	Alterac Mountains								da vanilla, dataset TBC
cooking	75	Westfall Stew	2543	728	vanilla	vendor	Kendor Kabonka	Stormwind City			alliance					da vanilla, dataset TBC
cooking	80	Crocolisk Steak	3370	3678	vanilla	vendor	Kendor Kabonka	Stormwind City			alliance					da vanilla, dataset TBC
